dataset,pair,delta,epsilon,fraction,N,runs,gap,cohort
hellaswag,17,-0.11311504114866001,0.02,0.033245782991887005,5711,30,0.09311504114866001,random
hellaswag,18,-0.07511819296095201,0.02,0.06565691939531898,5711,30,0.05511819296095201,random
hellaswag,19,0.005953423218350001,0.02,0.49477616296036886,5711,30,0.01404657678165,random
hellaswag,20,-0.0026265102433890002,0.02,0.46950913441895753,5711,30,0.017373489756611002,random
hellaswag,21,0.048677989844160004,0.02,0.20033269129749606,5711,30,0.028677989844160003,random
hellaswag,22,0.06198564174400201,0.02,0.09278585186482227,5711,30,0.041985641744002,random
hellaswag,23,-0.09437926807914501,0.02,0.04735306134360591,5711,30,0.07437926807914501,random
hellaswag,24,0.054456312379618003,0.02,0.15453802603163486,5711,30,0.034456312379618007,random
hellaswag,25,0.006653825949921001,0.02,0.2458647055390183,5711,30,0.013346174050078999,random
hellaswag,26,0.18805813342672,0.02,0.018794139963812524,5711,30,0.16805813342672002,random
hellaswag,27,-0.16914725967431202,0.02,0.01980388723516022,5711,30,0.14914725967431203,random
hellaswag,28,0.11889336368411801,0.02,0.03891320842817954,5711,30,0.09889336368411801,random
hellaswag,29,-0.027315706531255,0.02,0.8164010972976128,5711,30,0.007315706531255,random
hellaswag,30,0.08790054281211601,0.02,0.048059300764606315,5711,30,0.06790054281211601,random
hellaswag,31,0.066188058133426,0.02,0.08580517130683477,5711,30,0.046188058133426,random
hellaswag,32,-0.042899667308702004,0.02,0.2091694390941458,5711,30,0.022899667308702003,random
hellaswag,33,0.082472421642444,0.02,0.05117609292009572,5711,30,0.062472421642444,random
hellaswag,34,-0.040448257748205006,0.02,0.2269713418548999,5711,30,0.020448257748205006,random
hellaswag,35,-0.018910873752407003,0.02,0.9724683359598436,5711,30,0.0010891262475929975,random
hellaswag,36,-0.0014008054631410001,0.02,0.13945018385571703,5711,30,0.018599194536859,random
hellaswag,37,0.030467518823323003,0.02,0.6054806513745403,5711,30,0.010467518823323002,random
hellaswag,38,0.005953423218350001,0.02,0.3329889686569778,5711,30,0.01404657678165,random
hellaswag,39,0.06601295745053401,0.02,0.11395552442654527,5711,30,0.046012957450534006,random
hellaswag,40,0.090702153738399,0.02,0.04734722465417615,5711,30,0.070702153738399,random
hellaswag,41,0.024864296970758003,0.02,0.8776571528628963,5711,30,0.004864296970758002,random
hellaswag,42,-0.020311679215548002,0.02,0.9998248993171074,5711,30,0.0003116792155480018,random
hellaswag,43,0.117142356855191,0.02,0.033269129749606025,5711,30,0.097142356855191,random
hellaswag,44,-0.028366310628611002,0.02,0.6063795015467227,5711,30,0.008366310628611002,random
hellaswag,45,-0.028891612677289003,0.02,0.7243039747855016,5711,30,0.008891612677289003,random
hellaswag,46,-0.009280336193311001,0.02,0.48787135936496817,5711,30,0.010719663806689,random
hellaswag,47,0.006303624584135001,0.02,0.5169263993462908,5711,30,0.013696375415864999,random
hellaswag,48,0.020311679215548002,0.02,0.9998190626276776,5711,30,0.0003116792155480018,random
hellaswag,49,0.074067588863596,0.02,0.052903752991303336,5711,30,0.054067588863596,random
hellaswag,50,-0.037821747504815005,0.02,0.3910231716570361,5711,30,0.017821747504815005,random
hellaswag,51,0.09893188583435401,0.02,0.047463958442771265,5711,30,0.07893188583435401,random
hellaswag,52,0.14988618455611902,0.02,0.025774820521800034,5711,30,0.12988618455611903,random
hellaswag,53,-0.078445105935913,0.02,0.059364968190042604,5711,30,0.058445105935913,random
hellaswag,54,0.049203291892838,0.02,0.22456078912041091,5711,30,0.029203291892838,random
hellaswag,55,-0.12187007529329301,0.02,0.03581976303040915,5711,30,0.101870075293293,random
hellaswag,56,0.026615303799684003,0.02,0.8708749197455204,5711,30,0.0066153037996840025,random
hellaswag,57,-0.08387322710558501,0.02,0.06837681666958502,5711,30,0.063873227105585,random
hellaswag,58,-0.064962353353178,0.02,0.07827584194245024,5711,30,0.044962353353178,random
hellaswag,59,-0.10260900017510001,0.02,0.037033794431798286,5711,30,0.0826090001751,random
hellaswag,60,-0.100507791980388,0.02,0.057555594466818426,5711,30,0.080507791980388,random
hellaswag,61,0.08860094554368701,0.02,0.054613902994221676,5711,30,0.06860094554368701,random
hellaswag,62,-0.070740675888635,0.02,0.06769392400630363,5711,30,0.050740675888635,random
hellaswag,63,0.026790404482577003,0.02,0.7936088250744179,5711,30,0.0067904044825770025,random
hellaswag,64,0.10646121519873901,0.02,0.03919920621023755,5711,30,0.086461215198739,random
hellaswag,65,-0.039047452285063004,0.02,0.36446623475164885,5711,30,0.019047452285063004,random
hellaswag,66,-0.020311679215548002,0.02,0.9998190626276776,5711,30,0.0003116792155480018,random
hellaswag,67,-0.042899667308702004,0.02,0.19355045818012023,5711,30,0.022899667308702003,random
hellaswag,68,-0.013132551216949001,0.02,0.8478725267028542,5711,30,0.006867448783050999,random
hellaswag,69,-0.14078094904570101,0.02,0.02671452751999066,5711,30,0.12078094904570101,random
hellaswag,70,0.052705305550691,0.02,0.12833129049203293,5711,30,0.032705305550691,random
hellaswag,71,-0.007879530730169,0.02,0.6753983540535808,5711,30,0.012120469269831,random
hellaswag,72,-0.035895639992995006,0.02,0.44728302107044887,5711,30,0.015895639992995005,random
hellaswag,73,0.05918403081772,0.02,0.08803478666900134,5711,30,0.03918403081772,random
hellaswag,74,0.034494834529854,0.02,0.4409151929025857,5711,30,0.014494834529854003,random
hellaswag,75,-0.133776921729994,0.02,0.02865230841066947,5711,30,0.113776921729994,random
hellaswag,76,-0.07056557520574301,0.02,0.0658378567676414,5711,30,0.05056557520574301,random
hellaswag,77,-0.10926282612502101,0.02,0.03866223078270005,5711,30,0.08926282612502101,random
hellaswag,78,-0.007704430047277001,0.02,0.5506974843868557,5711,30,0.012295569952723,random
hellaswag,79,-0.190334442304324,0.02,0.01759761863071266,5711,30,0.170334442304324,random
hellaswag,80,-0.12799859919453602,0.02,0.028413004144049497,5711,30,0.10799859919453601,random
hellaswag,81,-0.034845035895639004,0.02,0.351742251794782,5711,30,0.014845035895639003,random
hellaswag,82,0.071616179303099,0.02,0.0757135352827876,5711,30,0.051616179303099,random
hellaswag,83,0.016459464191910002,0.02,0.9388139847078737,5711,30,0.0035405358080899986,random
hellaswag,84,0.06531255471896301,0.02,0.09484620323352595,5711,30,0.045312554718963005,random
hellaswag,85,0.024689196287865003,0.02,0.9427479133835289,5711,30,0.004689196287865002,random
hellaswag,86,0.02766590789704,0.02,0.6961361115975019,5711,30,0.007665907897040001,random
hellaswag,87,-0.035545438627210005,0.02,0.43504348333625165,5711,30,0.015545438627210004,random
hellaswag,88,-0.07686919978987901,0.02,0.06774061752174167,5711,30,0.056869199789879005,random
hellaswag,89,-0.029241814043074,0.02,0.5371155080838149,5711,30,0.009241814043074,random
hellaswag,90,-0.074767991595167,0.02,0.07161617930309928,5711,30,0.054767991595167,random
hellaswag,91,0.088951146909472,0.02,0.05314305725792331,5711,30,0.068951146909472,random
hellaswag,92,0.09805638241989101,0.02,0.056242339345123446,5711,30,0.078056382419891,random
hellaswag,93,0.128874102609,0.02,0.03204342496935738,5711,30,0.108874102609,random
hellaswag,94,0.04079845911399,0.02,0.27798400747096247,5711,30,0.02079845911399,random
hellaswag,95,-0.037296445456137,0.02,0.37544504756901886,5711,30,0.017296445456137,random
hellaswag,96,-0.075993696375415,0.02,0.08047043716803828,5711,30,0.055993696375415,random
hellaswag,97,0.084923831202941,0.02,0.05684935504581801,5711,30,0.064923831202941,random
hellaswag,98,-0.11486604797758701,0.02,0.03389365551858985,5711,30,0.094866047977587,random
hellaswag,99,0.063036245841358,0.02,0.10573162902001984,5711,30,0.043036245841358,random
mmlu-pro,0,0.24035904255319102,0.02,0.007632424645390071,12032,30,0.22035904255319103,random
mmlu-pro,1,-0.00955784574468,0.02,0.6886552526595744,12032,30,0.01044215425532,random
mmlu-pro,2,-0.246010638297872,0.02,0.006715425531914894,12032,30,0.22601063829787202,random
mmlu-pro,3,0.097490026595744,0.02,0.03532247340425532,12032,30,0.077490026595744,random
mmlu-pro,4,0.20994015957446802,0.02,0.008685172872340425,12032,30,0.18994015957446803,random
mmlu-pro,5,-0.244847074468085,0.02,0.008363807624113475,12032,30,0.22484707446808502,random
mmlu-pro,6,-0.26346409574468,0.02,0.0061114804964539,12032,30,0.24346409574468,random
mmlu-pro,7,0.121758643617021,0.02,0.025695367907801418,12032,30,0.101758643617021,random
mmlu-pro,8,0.248503989361702,0.02,0.006964760638297872,12032,30,0.22850398936170202,random
mmlu-pro,9,0.050448803191489006,0.02,0.1710023271276596,12032,30,0.030448803191489005,random
mmlu-pro,10,0.10006648936170201,0.02,0.03056571365248227,12032,30,0.080066489361702,random
mmlu-pro,11,0.091505984042553,0.02,0.04502160904255319,12032,30,0.071505984042553,random
mmlu-pro,12,0.098487367021276,0.02,0.031765292553191486,12032,30,0.078487367021276,random
mmlu-pro,13,-0.371592420212765,0.02,0.004335660460992908,12032,30,0.351592420212765,random
mmlu-pro,14,0.199468085106382,0.02,0.00977947695035461,12032,30,0.179468085106382,random
mmlu-pro,15,-0.199717420212765,0.02,0.008366578014184396,12032,30,0.17971742021276502,random
mmlu-pro,16,-0.23603723404255303,0.02,0.007266733156028369,12032,30,0.21603723404255304,random
mmlu-pro,17,0.024601063829787002,0.02,0.9200742464539007,12032,30,0.004601063829787002,random
mmlu-pro,18,-0.19348404255319102,0.02,0.009729609929078014,12032,30,0.17348404255319103,random
mmlu-pro,19,0.097490026595744,0.02,0.03728390957446808,12032,30,0.077490026595744,random
mmlu-pro,20,0.116605718085106,0.02,0.02165059840425532,12032,30,0.096605718085106,random
mmlu-pro,21,-0.06981382978723401,0.02,0.07350953014184397,12032,30,0.049813829787234004,random
mmlu-pro,22,-0.022440159574468002,0.02,0.9239444813829787,12032,30,0.0024401595744680017,random
mmlu-pro,23,-0.009059175531914,0.02,0.5413065159574467,12032,30,0.010940824468086,random
mmlu-pro,24,-0.15915890957446802,0.02,0.011339206560283688,12032,30,0.13915890957446803,random
mmlu-pro,25,-0.14411569148936101,0.02,0.016863364361702125,12032,30,0.12411569148936101,random
mmlu-pro,26,-0.125,0.02,0.016747007978723406,12032,30,0.105,random
mmlu-pro,27,-0.040309175531914,0.02,0.30042386968085105,12032,30,0.020309175531914,random
mmlu-pro,28,0.08469082446808501,0.02,0.050828346631205674,12032,30,0.06469082446808501,random
mmlu-pro,29,-0.258976063829787,0.02,0.006432845744680851,12032,30,0.238976063829787,random
mmlu-pro,30,0.05252659574468001,0.02,0.18011136968085106,12032,30,0.032526595744680004,random
mmlu-pro,31,0.431183510638297,0.02,0.0035405585106382978,12032,30,0.411183510638297,random
mmlu-pro,32,0.163979388297872,0.02,0.01420378989361702,12032,30,0.14397938829787202,random
mmlu-pro,33,-0.081449468085106,0.02,0.0455895390070922,12032,30,0.061449468085106,random
mmlu-pro,34,-0.047706117021276,0.02,0.15524434840425533,12032,30,0.027706117021276,random
mmlu-pro,35,-0.198304521276595,0.02,0.009704676418439718,12032,30,0.17830452127659502,random
mmlu-pro,36,0.17245678191489303,0.02,0.012270057624113475,12032,30,0.15245678191489304,random
mmlu-pro,37,0.021110372340425003,0.02,0.9698914007092198,12032,30,0.0011103723404250025,random
mmlu-pro,38,-8.311170212765957e-05,0.02,0.4737256205673759,12032,30,0.019916888297872342,random
mmlu-pro,39,0.20545212765957402,0.02,0.009494126773049645,12032,30,0.18545212765957403,random
mmlu-pro,40,0.19880319148936101,0.02,0.009369459219858156,12032,30,0.17880319148936102,random
mmlu-pro,41,0.08776595744680801,0.02,0.04571697695035461,12032,30,0.06776595744680801,random
mmlu-pro,42,-0.006067154255319,0.02,0.49206837322695035,12032,30,0.013932845744681,random
mmlu-pro,43,-0.155086436170212,0.02,0.016312056737588652,12032,30,0.13508643617021202,random
mmlu-pro,44,-0.08469082446808501,0.02,0.053058510638297876,12032,30,0.06469082446808501,random
mmlu-pro,45,0.13954454787234002,0.02,0.01605441046099291,12032,30,0.11954454787234002,random
mmlu-pro,46,-0.07421875,0.02,0.07101617907801418,12032,30,0.054218749999999996,random
mmlu-pro,47,0.18725066489361702,0.02,0.009754543439716313,12032,30,0.16725066489361703,random
mmlu-pro,48,0.376579122340425,0.02,0.00401706560283688,12032,30,0.356579122340425,random
mmlu-pro,49,0.42993683510638303,0.02,0.0035017730496453904,12032,30,0.409936835106383,random
mmlu-pro,50,-0.21018949468085102,0.02,0.00936114804964539,12032,30,0.19018949468085103,random
mmlu-pro,51,-0.029255319148936,0.02,0.533984375,12032,30,0.009255319148936,random
mmlu-pro,52,0.088264627659574,0.02,0.031161347517730496,12032,30,0.068264627659574,random
mmlu-pro,53,-0.272772606382978,0.02,0.006294326241134752,12032,30,0.252772606382978,random
mmlu-pro,54,-0.223154920212765,0.02,0.008643617021276594,12032,30,0.20315492021276502,random
mmlu-pro,55,0.16755319148936101,0.02,0.011325354609929079,12032,30,0.14755319148936102,random
mmlu-pro,56,-0.194065824468085,0.02,0.009452570921985816,12032,30,0.17406582446808502,random
mmlu-pro,57,-0.142204122340425,0.02,0.01646165780141844,12032,30,0.122204122340425,random
mmlu-pro,58,-0.06856715425531901,0.02,0.07261469414893616,12032,30,0.048567154255319,random
mmlu-pro,59,-0.15666555851063801,0.02,0.013840868794326241,12032,30,0.13666555851063802,random
mmlu-pro,60,-0.018284574468085003,0.02,0.9907773714539007,12032,30,0.0017154255319149977,random
mmlu-pro,61,0.11585771276595701,0.02,0.02579787234042553,12032,30,0.095857712765957,random
mmlu-pro,62,-0.13962765957446802,0.02,0.017749889184397166,12032,30,0.11962765957446801,random
mmlu-pro,63,0.35796210106382903,0.02,0.004169437056737588,12032,30,0.337962101063829,random
mmlu-pro,64,-0.13372672872340402,0.02,0.01684951241134752,12032,30,0.11372672872340402,random
mmlu-pro,65,0.006316489361702001,0.02,0.1765237145390071,12032,30,0.013683510638298,random
mmlu-pro,66,-0.06366356382978701,0.02,0.1429548980496454,12032,30,0.043663563829787005,random
mmlu-pro,67,0.256565824468085,0.02,0.007233488475177305,12032,30,0.23656582446808502,random
mmlu-pro,68,-0.056599069148936004,0.02,0.10543273492907801,12032,30,0.036599069148936,random
mmlu-pro,69,-0.13015292553191402,0.02,0.0221271054964539,12032,30,0.11015292553191401,random
mmlu-pro,70,-0.225648271276595,0.02,0.008391511524822695,12032,30,0.20564827127659502,random
mmlu-pro,71,-0.173703457446808,0.02,0.012009640957446808,12032,30,0.15370345744680802,random
mmlu-pro,72,-0.120761303191489,0.02,0.02205230496453901,12032,30,0.100761303191489,random
mmlu-pro,73,0.131067154255319,0.02,0.021836214539007092,12032,30,0.111067154255319,random
mmlu-pro,74,-0.08277925531914801,0.02,0.05780418882978723,12032,30,0.062779255319148,random
mmlu-pro,75,-0.177609707446808,0.02,0.011095412234042553,12032,30,0.15760970744680802,random
mmlu-pro,76,-0.172955452127659,0.02,0.01129765070921986,12032,30,0.15295545212765901,random
mmlu-pro,77,-0.020528590425531002,0.02,0.9251994680851063,12032,30,0.0005285904255310017,random
mmlu-pro,78,-0.41356382978723405,0.02,0.003457446808510638,12032,30,0.39356382978723403,random
mmlu-pro,79,-0.378823138297872,0.02,0.004438164893617021,12032,30,0.358823138297872,random
mmlu-pro,80,-0.18808178191489303,0.02,0.010114694148936171,12032,30,0.16808178191489304,random
mmlu-pro,81,-0.16863364361702102,0.02,0.013605385638297872,12032,30,0.14863364361702103,random
mmlu-pro,82,-0.26953125,0.02,0.005596187943262412,12032,30,0.24953125,random
mmlu-pro,83,0.069148936170212,0.02,0.07163951684397163,12032,30,0.049148936170212,random
mmlu-pro,84,0.16605718085106302,0.02,0.012608045212765958,12032,30,0.14605718085106303,random
mmlu-pro,85,0.251662234042553,0.02,0.007111591312056738,12032,30,0.231662234042553,random
mmlu-pro,86,-0.34616023936170204,0.02,0.004474179964539008,12032,30,0.326160239361702,random
mmlu-pro,87,-0.41356382978723405,0.02,0.0036513741134751774,12032,30,0.39356382978723403,random
mmlu-pro,88,-0.07637965425531901,0.02,0.05365691489361702,12032,30,0.056379654255319,random
mmlu-pro,89,0.011469414893617,0.02,0.7344636524822694,12032,30,0.008530585106383,random
mmlu-pro,90,-0.006150265957446,0.02,0.533704565602837,12032,30,0.013849734042554001,random
mmlu-pro,91,0.023936170212765003,0.02,0.8791361923758866,12032,30,0.003936170212765003,random
mmlu-pro,92,0.23520611702127603,0.02,0.00777094414893617,12032,30,0.21520611702127604,random
mmlu-pro,93,-0.304438164893617,0.02,0.0053523936170212765,12032,30,0.284438164893617,random
mmlu-pro,94,-0.35231050531914804,0.02,0.004571143617021277,12032,30,0.332310505319148,random
mmlu-pro,95,0.15832779255319102,0.02,0.013284020390070922,12032,30,0.13832779255319103,random
mmlu-pro,96,0.22323803191489303,0.02,0.00797872340425532,12032,30,0.20323803191489304,random
mmlu-pro,97,-0.011303191489361,0.02,0.575958554964539,12032,30,0.008696808510639,random
mmlu-pro,98,-0.23213098404255303,0.02,0.007543772163120567,12032,30,0.21213098404255304,random
mmlu-pro,99,-0.422373670212765,0.02,0.003521165780141844,12032,30,0.402373670212765,random
truthfulqa,0,0.34937888198757705,0.02,0.08048654244306418,644,30,0.32937888198757703,random
truthfulqa,1,0.063664596273291,0.02,0.5472049689440993,644,30,0.043664596273291,random
truthfulqa,2,-0.031055900621118,0.02,0.9755175983436853,644,30,0.011055900621118001,random
truthfulqa,3,0.018633540372670003,0.02,0.9998447204968943,644,30,0.0013664596273299974,random
truthfulqa,4,0.09937888198757701,0.02,0.40248447204968946,644,30,0.079378881987577,random
truthfulqa,5,0.24689440993788803,0.02,0.12613871635610766,644,30,0.22689440993788804,random
truthfulqa,6,-0.038819875776397006,0.02,0.7858178053830227,644,30,0.018819875776397006,random
truthfulqa,7,-0.10093167701863301,0.02,0.30973084886128366,644,30,0.080931677018633,random
truthfulqa,8,0.0015527950310550002,0.02,0.9417184265010352,644,30,0.018447204968945,random
truthfulqa,9,-0.10093167701863301,0.02,0.3230331262939959,644,30,0.080931677018633,random
truthfulqa,10,0.31055900621118004,0.02,0.09358178053830228,644,30,0.29055900621118,random
truthfulqa,11,-0.037267080745341005,0.02,0.8854037267080745,644,30,0.017267080745341005,random
truthfulqa,12,0.136645962732919,0.02,0.2320910973084886,644,30,0.11664596273291901,random
truthfulqa,13,-0.09782608695652101,0.02,0.3184782608695652,644,30,0.077826086956521,random
truthfulqa,14,0.043478260869565,0.02,0.8399068322981367,644,30,0.023478260869565,random
truthfulqa,15,-0.031055900621118,0.02,0.9357660455486542,644,30,0.011055900621118001,random
truthfulqa,16,0.10403726708074501,0.02,0.37815734989648037,644,30,0.084037267080745,random
truthfulqa,17,-0.20186335403726702,0.02,0.1632505175983437,644,30,0.18186335403726703,random
truthfulqa,18,-0.017080745341614002,0.02,0.9969461697722567,644,30,0.002919254658385998,random
truthfulqa,19,0.038819875776397006,0.02,0.8581780538302277,644,30,0.018819875776397006,random
truthfulqa,20,-0.419254658385093,0.02,0.06418219461697723,644,30,0.399254658385093,random
truthfulqa,21,0.068322981366459,0.02,0.49756728778467907,644,30,0.048322981366459,random
truthfulqa,22,-0.119565217391304,0.02,0.23850931677018633,644,30,0.099565217391304,random
truthfulqa,23,-0.049689440993788005,0.02,0.7196169772256729,644,30,0.029689440993788004,random
truthfulqa,24,-0.31211180124223603,0.02,0.08700828157349896,644,30,0.292111801242236,random
truthfulqa,25,-0.14596273291925402,0.02,0.19420289855072465,644,30,0.12596273291925403,random
truthfulqa,26,-0.118012422360248,0.02,0.3024844720496895,644,30,0.098012422360248,random
truthfulqa,27,-0.0031055900621110005,0.02,0.9431677018633541,644,30,0.016894409937889,random
truthfulqa,28,-0.027950310559006004,0.02,0.9892857142857143,644,30,0.007950310559006003,random
truthfulqa,29,0.023291925465838,0.02,0.996583850931677,644,30,0.0032919254658380012,random
truthfulqa,30,-0.20807453416149002,0.02,0.15600414078674948,644,30,0.18807453416149003,random
truthfulqa,31,0.029503105590062,0.02,0.9639233954451345,644,30,0.009503105590062,random
truthfulqa,32,-0.07919254658385001,0.02,0.39378881987577635,644,30,0.05919254658385001,random
truthfulqa,33,-0.051242236024844005,0.02,0.7699792960662525,644,30,0.031242236024844005,random
truthfulqa,34,0.14751552795031,0.02,0.22127329192546583,644,30,0.12751552795031001,random
truthfulqa,35,0.06987577639751501,0.02,0.5708074534161491,644,30,0.049875776397515004,random
truthfulqa,36,-0.37577639751552705,0.02,0.07525879917184265,644,30,0.35577639751552703,random
truthfulqa,37,0.340062111801242,0.02,0.081055900621118,644,30,0.320062111801242,random
truthfulqa,38,-0.027950310559006004,0.02,0.9894409937888199,644,30,0.007950310559006003,random
truthfulqa,39,-0.44409937888198703,0.02,0.05760869565217391,644,30,0.424099378881987,random
truthfulqa,40,0.062111801242236,0.02,0.572360248447205,644,30,0.042111801242236,random
truthfulqa,41,0.17546583850931602,0.02,0.15895445134575567,644,30,0.15546583850931603,random
truthfulqa,42,0.017080745341614002,0.02,0.9967908902691512,644,30,0.002919254658385998,random
truthfulqa,43,0.032608695652173,0.02,0.9540372670807453,644,30,0.012608695652173003,random
truthfulqa,44,-0.007763975155279001,0.02,0.9770186335403727,644,30,0.012236024844721,random
truthfulqa,45,-0.07919254658385001,0.02,0.40232919254658384,644,30,0.05919254658385001,random
truthfulqa,46,-0.218944099378881,0.02,0.1357142857142857,644,30,0.19894409937888102,random
truthfulqa,47,0.282608695652173,0.02,0.09658385093167701,644,30,0.262608695652173,random
truthfulqa,48,-0.17857142857142802,0.02,0.16097308488612835,644,30,0.15857142857142803,random
truthfulqa,49,0.245341614906832,0.02,0.1153726708074534,644,30,0.22534161490683202,random
truthfulqa,50,0.122670807453416,0.02,0.23649068322981365,644,30,0.102670807453416,random
truthfulqa,51,0.124223602484472,0.02,0.26143892339544517,644,30,0.104223602484472,random
truthfulqa,52,-0.392857142857142,0.02,0.0681159420289855,644,30,0.372857142857142,random
truthfulqa,53,0.10869565217391301,0.02,0.29570393374741205,644,30,0.08869565217391301,random
truthfulqa,54,-0.39751552795031003,0.02,0.06252587991718427,644,30,0.37751552795031,random
truthfulqa,55,0.31055900621118004,0.02,0.08654244306418218,644,30,0.29055900621118,random
truthfulqa,56,-0.0015527950310550002,0.02,0.8615424430641823,644,30,0.018447204968945,random
truthfulqa,57,-0.15527950310559002,0.02,0.19715320910973086,644,30,0.13527950310559003,random
truthfulqa,58,0.470496894409937,0.02,0.05703933747412008,644,30,0.450496894409937,random
truthfulqa,59,0.37732919254658304,0.02,0.06806418219461698,644,30,0.357329192546583,random
truthfulqa,60,-0.287267080745341,0.02,0.09653209109730848,644,30,0.267267080745341,random
truthfulqa,61,-0.066770186335403,0.02,0.6040890269151139,644,30,0.046770186335403,random
truthfulqa,62,-0.400621118012422,0.02,0.0651656314699793,644,30,0.380621118012422,random
truthfulqa,63,0.48602484472049606,0.02,0.05605590062111801,644,30,0.46602484472049605,random
truthfulqa,64,0.18167701863354002,0.02,0.15978260869565217,644,30,0.16167701863354003,random
truthfulqa,65,-0.17391304347826,0.02,0.15025879917184265,644,30,0.15391304347826001,random
truthfulqa,66,0.051242236024844005,0.02,0.6886645962732919,644,30,0.031242236024844005,random
truthfulqa,67,0.015527950310559,0.02,0.9966873706004141,644,30,0.004472049689441,random
truthfulqa,68,-0.027950310559006004,0.02,0.9771739130434782,644,30,0.007950310559006003,random
truthfulqa,69,-0.13975155279503101,0.02,0.22251552795031057,644,30,0.11975155279503101,random
truthfulqa,70,-0.378881987577639,0.02,0.07355072463768116,644,30,0.358881987577639,random
truthfulqa,71,-0.038819875776397006,0.02,0.9055900621118013,644,30,0.018819875776397006,random
truthfulqa,72,-0.42236024844720504,0.02,0.06640786749482401,644,30,0.402360248447205,random
truthfulqa,73,-0.31055900621118004,0.02,0.09301242236024844,644,30,0.29055900621118,random
truthfulqa,74,-0.141304347826086,0.02,0.23907867494824017,644,30,0.121304347826086,random
truthfulqa,75,0.18788819875776303,0.02,0.14824016563146997,644,30,0.16788819875776304,random
truthfulqa,76,0.026397515527950003,0.02,0.9863871635610766,644,30,0.006397515527950003,random
truthfulqa,77,0.052795031055900006,0.02,0.6691511387163561,644,30,0.03279503105590001,random
truthfulqa,78,0.16925465838509302,0.02,0.18059006211180123,644,30,0.14925465838509303,random
truthfulqa,79,-0.23136645962732902,0.02,0.12681159420289856,644,30,0.21136645962732903,random
truthfulqa,80,0.15838509316770102,0.02,0.1865424430641822,644,30,0.13838509316770103,random
truthfulqa,81,0.07142857142857101,0.02,0.4369565217391304,644,30,0.051428571428571004,random
truthfulqa,82,-0.07919254658385001,0.02,0.4427536231884058,644,30,0.05919254658385001,random
truthfulqa,83,-0.118012422360248,0.02,0.24373706004140785,644,30,0.098012422360248,random
truthfulqa,84,0.06987577639751501,0.02,0.5437888198757764,644,30,0.049875776397515004,random
truthfulqa,85,0.133540372670807,0.02,0.22215320910973085,644,30,0.11354037267080701,random
truthfulqa,86,0.051242236024844005,0.02,0.6580745341614908,644,30,0.031242236024844005,random
truthfulqa,87,-0.42236024844720504,0.02,0.06206004140786749,644,30,0.402360248447205,random
truthfulqa,88,-0.22515527950310502,0.02,0.1303312629399586,644,30,0.20515527950310503,random
truthfulqa,89,0.248447204968944,0.02,0.11061076604554866,644,30,0.22844720496894402,random
truthfulqa,90,-0.232919254658385,0.02,0.11568322981366459,644,30,0.21291925465838502,random
truthfulqa,91,-0.007763975155279001,0.02,0.9431159420289855,644,30,0.012236024844721,random
truthfulqa,92,-0.164596273291925,0.02,0.15817805383022773,644,30,0.144596273291925,random
truthfulqa,93,0.31832298136645903,0.02,0.08121118012422361,644,30,0.298322981366459,random
truthfulqa,94,0.035714285714285005,0.02,0.9398550724637681,644,30,0.015714285714285004,random
truthfulqa,95,-0.09782608695652101,0.02,0.31697722567287784,644,30,0.077826086956521,random
truthfulqa,96,-0.33229813664596203,0.02,0.08115942028985508,644,30,0.312298136645962,random
truthfulqa,97,-0.11180124223602401,0.02,0.305952380952381,644,30,0.09180124223602401,random
truthfulqa,98,-0.47360248447204906,0.02,0.05672877846790891,644,30,0.45360248447204904,random
truthfulqa,99,0.116459627329192,0.02,0.26128364389233955,644,30,0.096459627329192,random
winogrande,0,0.086124401913875,0.02,0.3529505582137161,1045,30,0.066124401913875,random
winogrande,1,-0.057416267942583005,0.02,0.5959808612440192,1045,30,0.037416267942583,random
winogrande,2,0.072727272727272,0.02,0.38912280701754387,1045,30,0.052727272727272,random
winogrande,3,0.07081339712918601,0.02,0.47326953748006384,1045,30,0.050813397129186005,random
winogrande,4,0.105263157894736,0.02,0.1865390749601276,1045,30,0.085263157894736,random
winogrande,5,-0.004784688995215,0.02,0.9496331738437002,1045,30,0.015215311004785001,random
winogrande,6,0.020095693779904,0.02,0.9998724082934609,1045,30,9.569377990399988e-05,random
winogrande,7,-0.042105263157894,0.02,0.8492185007974482,1045,30,0.022105263157894,random
winogrande,8,0.051674641148325005,0.02,0.5161084529505582,1045,30,0.03167464114832501,random
winogrande,9,0.061244019138755004,0.02,0.42526315789473684,1045,30,0.041244019138755,random
winogrande,10,0.0038277511961720004,0.02,0.9263157894736842,1045,30,0.016172248803828,random
winogrande,11,0.11483253588516701,0.02,0.1982775119617225,1045,30,0.094832535885167,random
winogrande,12,-0.09377990430622,0.02,0.22896331738437004,1045,30,0.07377990430622,random
winogrande,13,-0.14449760765550201,0.02,0.15901116427432216,1045,30,0.12449760765550201,random
winogrande,14,0.13397129186602802,0.02,0.18239234449760763,1045,30,0.11397129186602802,random
winogrande,15,0.06220095693779901,0.02,0.3791387559808612,1045,30,0.042200956937799,random
winogrande,16,0.040191387559808,0.02,0.8228389154704945,1045,30,0.020191387559808,random
winogrande,17,0.019138755980861,0.02,0.9930781499202551,1045,30,0.000861244019139,random
